Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
3147,Fone de ouvido,eletronicos,181.79,11.0788859488,2022-04-11T00:00:00.000,Bianca Santos,MG,4,cartao_credito,2,-18.1,-44.38
3148,Panela de pressão,utilidades domesticas,82.41,4.9191891026,2022-04-11T00:00:00.000,Camila Ribeiro,RJ,5,cartao_credito,1,-22.25,-42.66
3149,Panela de pressão,utilidades domesticas,110.4,6.4095723974,2022-04-11T00:00:00.000,Thiago Silva,BA,5,boleto,1,-13.29,-41.71
3150,Guitarra,instrumentos musicais,1132.98,57.9122156052,2022-04-11T00:00:00.000,Larissa Alves,PR,4,cartao_credito,4,-24.89,-51.55
3151,Blocos de montar,brinquedos,35.74,2.1861733884,2022-04-11T00:00:00.000,João Souza,SP,5,cupom,1,-22.19,-48.79
3152,Violão,instrumentos musicais,425.78,20.2559431483,2020-05-11T00:00:00.000,Bianca Santos,RJ,1,cartao_credito,8,-22.25,-42.66
3153,Panela de pressão,utilidades domesticas,78.47,11.9763425394,2020-05-11T00:00:00.000,Camila Ribeiro,SP,4,cartao_credito,3,-22.19,-48.79
3154,Dinossauro Rex,brinquedos,23.28,2.1280051393,2020-05-11T00:00:00.000,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
3155,Fogão,eletrodomesticos,1008.35,51.2760430425,2020-05-11T00:00:00.000,Juliana Costa,SP,3,boleto,1,-22.19,-48.79
3156,Geladeira,eletrodomesticos,2660.31,143.0526195601,2020-05-11T00:00:00.000,Larissa Alves,SP,1,cartao_credito,1,-22.19,-48.79
3157,Panela de pressão,utilidades domesticas,93.63,2.5699548895,2020-05-11T00:00:00.000,Beatriz Moraes,RS,4,cartao_credito,1,-30.17,-53.5
3158,Dinossauro Rex,brinquedos,25.57,1.6446514838,2020-05-11T00:00:00.000,Pedro Gomes,SC,5,boleto,1,-27.45,-50.95
3159,Cadeira de escritório,moveis,378.35,26.5256136356,2021-05-11T00:00:00.000,Lucas Oliveira,SP,5,cartao_credito,2,-22.19,-48.79
3160,Blocos de montar,brinquedos,56.19,3.5230529829,2021-05-11T00:00:00.000,Bianca Santos,RJ,5,cartao_credito,4,-22.25,-42.66
3161,Dashboards com Power BI,livros,40.84,5.3384234596,2021-05-11T00:00:00.000,Beatriz Moraes,SP,5,cartao_credito,5,-22.19,-48.79
3162,Ciência de dados com python,livros,81.33,4.8568428161,2021-05-11T00:00:00.000,Beatriz Moraes,DF,5,cartao_credito,1,-15.83,-47.86
3163,Secadora de roupas,eletrodomesticos,1910.49,99.3122840412,2021-05-11T00:00:00.000,Bianca Santos,SP,5,cartao_credito,3,-22.19,-48.79
3164,Sofá retrátil,moveis,941.01,56.4855659272,2021-05-11T00:00:00.000,Thiago Silva,GO,5,cartao_credito,5,-15.98,-49.86
3165,Celular Plus X42,eletronicos,3109.99,171.8395467812,2021-05-11T00:00:00.000,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
3166,Jogo de panelas,utilidades domesticas,266.9,14.7427265822,2021-05-11T00:00:00.000,João Souza,RS,4,cartao_credito,1,-30.17,-53.5
3167,Faqueiro,utilidades domesticas,59.41,0,2022-05-11T00:00:00.000,Isabella Pereira,SP,5,cartao_debito,1,-22.19,-48.79
3168,Bola de vôlei,esporte e lazer,77.41,13.9791427453,2022-05-11T00:00:00.000,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
3169,TV Led UHD 4K,eletronicos,3844.95,205.2631248633,2022-05-11T00:00:00.000,Isabella Pereira,MG,5,cartao_credito,6,-18.1,-44.38
3170,Cômoda,moveis,348.73,16.1532624458,2022-05-11T00:00:00.000,Bianca Santos,DF,3,cartao_credito,1,-15.83,-47.86
3171,Violão,instrumentos musicais,286.74,15.551168279,2022-05-11T00:00:00.000,João Souza,RJ,5,cartao_credito,8,-22.25,-42.66
3172,Bola de basquete,esporte e lazer,49.88,3.1822249304,2020-06-11T00:00:00.000,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
3173,Bicicleta,esporte e lazer,399.02,24.4104309095,2020-06-11T00:00:00.000,Camila Ribeiro,RS,3,cartao_credito,2,-30.17,-53.5
3174,Cômoda,moveis,380.62,17.8513090078,2020-06-11T00:00:00.000,Felipe Santos,RJ,5,cartao_credito,1,-22.25,-42.66
3175,Mesa de centro,moveis,193.22,7.8728227826,2020-06-11T00:00:00.000,João Souza,RJ,1,boleto,1,-22.25,-42.66
3176,Kit banquetas,moveis,425,20.2144104948,2021-06-11T00:00:00.000,Pedro Gomes,SP,5,cartao_credito,2,-22.19,-48.79
3177,Fone de ouvido,eletronicos,112.49,3.5741931511,2021-06-11T00:00:00.000,João Souza,MG,5,cartao_credito,3,-18.1,-44.38
3178,Copo térmico,esporte e lazer,51.19,0,2021-06-11T00:00:00.000,João Souza,AL,5,cartao_credito,6,-9.62,-36.82
3179,Headset,eletronicos,154.06,11.3670478481,2021-06-11T00:00:00.000,João Souza,SP,5,cartao_credito,10,-22.19,-48.79
3180,Carrinho controle remoto,brinquedos,85.68,5.0933067651,2021-06-11T00:00:00.000,Mariana Ferreira,SP,4,cartao_credito,10,-22.19,-48.79
3181,Lavadora de roupas,eletrodomesticos,1672.09,89.316888087,2022-06-11T00:00:00.000,Juliana Costa,MS,5,cartao_credito,12,-20.51,-54.54
3182,Geladeira,eletrodomesticos,2243.89,119.7635178818,2022-06-11T00:00:00.000,Juliana Costa,RJ,1,cartao_credito,1,-22.25,-42.66
3183,Fone de ouvido,eletronicos,81.84,4.8839987818,2022-06-11T00:00:00.000,Rafael Costa,PB,4,cartao_credito,24,-7.28,-36.72
3184,Micro-ondas,eletrodomesticos,844.28,45.8437852399,2022-06-11T00:00:00.000,Thiago Silva,BA,4,cartao_credito,3,-13.29,-41.71
3185,Panela de pressão,utilidades domesticas,102.47,6.1432313794,2022-06-11T00:00:00.000,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
3186,Panela de pressão,utilidades domesticas,100,2.909138226,2022-06-11T00:00:00.000,Beatriz Moraes,GO,5,cartao_credito,8,-15.98,-49.86
3187,Fogão,eletrodomesticos,1362.92,70.1558288528,2022-06-11T00:00:00.000,Camila Ribeiro,RS,5,cartao_credito,4,-30.17,-53.5
3188,Guitarra,instrumentos musicais,1180.92,60.4648763823,2022-06-11T00:00:00.000,Bruno Rodrigues,SP,4,cartao_credito,1,-22.19,-48.79
3189,Guarda roupas,moveis,616.89,39.227151011,2020-07-11T00:00:00.000,Larissa Alves,PR,4,boleto,1,-24.89,-51.55
3190,Iniciando em programação,livros,82.16,7.5385891523,2020-07-11T00:00:00.000,Juliana Costa,PA,1,boleto,1,-3.79,-52.48
3191,Faqueiro,utilidades domesticas,52.32,3.3169871254,2020-07-11T00:00:00.000,Bianca Santos,SP,5,cartao_credito,8,-22.19,-48.79
3192,Faqueiro,utilidades domesticas,60.69,3.7626644451,2020-07-11T00:00:00.000,Mariana Ferreira,PR,5,cupom,1,-24.89,-51.55
3193,Assistente virtual,eletronicos,244.48,10.6022635719,2020-07-11T00:00:00.000,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
3194,Secadora de roupas,eletrodomesticos,949.94,51.5212950291,2020-07-11T00:00:00.000,Bianca Santos,SP,3,boleto,1,-22.19,-48.79
3195,Carrinho controle remoto,brinquedos,116,14.2542989185,2020-07-11T00:00:00.000,Isabella Pereira,PE,5,cartao_credito,2,-8.38,-37.86
3196,Sofá retrátil,moveis,903.14,48.6205925154,2020-07-11T00:00:00.000,Thiago Silva,MG,4,boleto,1,-18.1,-44.38
3197,Tablet ABXY,eletronicos,2194.37,117.3747054743,2020-07-11T00:00:00.000,Pedro Gomes,MG,5,cartao_credito,1,-18.1,-44.38
3198,Modelagem preditiva,livros,71.85,10.2054107114,2020-07-11T00:00:00.000,Bruno Rodrigues,MG,5,cartao_credito,3,-18.1,-44.38
3199,Headset,eletronicos,125.67,6.9746753426,2020-07-11T00:00:00.000,Thiago Silva,AP,5,cartao_credito,5,1.41,-51.77
3200,Celular ABXY,eletronicos,1071.07,57.9711031212,2021-07-11T00:00:00.000,Rafael Costa,RJ,4,cartao_credito,3,-22.25,-42.66
3201,Guarda roupas,moveis,696.92,41.5889320951,2021-07-11T00:00:00.000,Camila Ribeiro,RJ,4,cupom,1,-22.25,-42.66
3202,Dinossauro Rex,brinquedos,26.97,2.3244865383,2021-07-11T00:00:00.000,Bruno Rodrigues,ES,1,cartao_credito,1,-19.19,-40.34
3203,Blocos de montar,brinquedos,41.15,0,2021-07-11T00:00:00.000,Camila Ribeiro,MG,1,cartao_credito,3,-18.1,-44.38
3204,Jogo de tabuleiro,brinquedos,225.89,21.6089064659,2021-07-11T00:00:00.000,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
3205,Guitarra,instrumentos musicais,834.88,50.6967837305,2021-07-11T00:00:00.000,Thiago Silva,RJ,5,cartao_credito,1,-22.25,-42.66
3206,Sofá retrátil,moveis,844.76,51.3605429861,2022-07-11T00:00:00.000,Rafael Costa,SP,5,boleto,1,-22.19,-48.79
3207,Celular ABXY,eletronicos,1021.41,51.9714487528,2022-07-11T00:00:00.000,Bianca Santos,RJ,2,cartao_credito,3,-22.25,-42.66
3208,Copo térmico,esporte e lazer,67.73,4.1375232659,2022-07-11T00:00:00.000,Camila Ribeiro,SP,5,cartao_credito,2,-22.19,-48.79
3209,Jogo de tabuleiro,brinquedos,180.37,10.1304248638,2022-07-11T00:00:00.000,Juliana Costa,RJ,5,cartao_credito,5,-22.25,-42.66
3210,Celular ABXY,eletronicos,1662.18,86.0905235579,2022-07-11T00:00:00.000,Bianca Santos,ES,5,cartao_credito,2,-19.19,-40.34
3211,Cadeira de escritório,moveis,325.01,14.8902438051,2020-08-11T00:00:00.000,Thiago Silva,SP,1,cartao_credito,6,-22.19,-48.79
3212,Faqueiro,utilidades domesticas,53.17,0,2020-08-11T00:00:00.000,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
3213,Tablet ABXY,eletronicos,1401.34,72.20157827,2020-08-11T00:00:00.000,Juliana Costa,SP,5,cartao_credito,5,-22.19,-48.79
3214,Smart TV,eletronicos,2436.45,127.3180717412,2020-08-11T00:00:00.000,Juliana Costa,SP,4,boleto,1,-22.19,-48.79
3215,Poltrona,moveis,252.88,16.6289155576,2020-08-11T00:00:00.000,Felipe Santos,SP,5,cartao_credito,2,-22.19,-48.79
3216,Bicicleta,esporte e lazer,635.58,31.4271619852,2020-08-11T00:00:00.000,Bruno Rodrigues,RS,4,cartao_credito,5,-30.17,-53.5
3217,Xadrez de madeira,brinquedos,30,2.4858249229,2020-08-11T00:00:00.000,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
3218,Violão,instrumentos musicais,297.19,13.4089124989,2020-08-11T00:00:00.000,Felipe Santos,ES,2,cupom,1,-19.19,-40.34
3219,Celular ABXY,eletronicos,1381.4,71.1398332575,2020-08-11T00:00:00.000,Juliana Costa,BA,4,cartao_credito,4,-13.29,-41.71
3220,Copo térmico,esporte e lazer,79.73,4.5285085487,2021-08-11T00:00:00.000,Bruno Rodrigues,MG,3,cartao_credito,1,-18.1,-44.38
3221,Jogo de panelas,utilidades domesticas,177.77,7.0501567625,2021-08-11T00:00:00.000,Lucas Oliveira,MG,5,cartao_credito,2,-18.1,-44.38
3222,Jogo de tabuleiro,brinquedos,266.06,15.0553097591,2021-08-11T00:00:00.000,Camila Ribeiro,DF,5,cartao_credito,2,-15.83,-47.86
3223,Mochila,esporte e lazer,141.32,5.1093039188,2021-08-11T00:00:00.000,Camila Ribeiro,PR,4,boleto,1,-24.89,-51.55
3224,Carrinho controle remoto,brinquedos,97.6,2.7813454462,2021-08-11T00:00:00.000,Bruno Rodrigues,SP,1,cupom,1,-22.19,-48.79
3225,Smart TV,eletronicos,1541.05,79.6407154659,2021-08-11T00:00:00.000,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
3226,Cômoda,moveis,300.76,19.1783815153,2021-08-11T00:00:00.000,Isabella Pereira,SP,1,cartao_credito,6,-22.19,-48.79
3227,Sofá retrátil,moveis,920.91,49.5667915561,2021-08-11T00:00:00.000,Bruno Rodrigues,RJ,5,cartao_credito,3,-22.25,-42.66
3228,Carrinho controle remoto,brinquedos,107.41,6.2503638925,2021-08-11T00:00:00.000,Thiago Silva,SP,4,cartao_credito,6,-22.19,-48.79
3229,Jogo de copos,utilidades domesticas,47.28,3.4573655948,2022-08-11T00:00:00.000,Mariana Ferreira,DF,5,boleto,1,-15.83,-47.86
3230,Mesa de jantar,moveis,282.18,15.3083619974,2022-08-11T00:00:00.000,Beatriz Moraes,MG,5,cartao_credito,2,-18.1,-44.38
3231,Jogo de tabuleiro,brinquedos,244.95,10.6272896579,2022-08-11T00:00:00.000,Bruno Rodrigues,MG,5,boleto,1,-18.1,-44.38
3232,Bateria,instrumentos musicais,593.58,32.1374537969,2022-08-11T00:00:00.000,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
3233,Modelagem preditiva,livros,84.54,5.0326051947,2022-08-11T00:00:00.000,Thiago Silva,SP,1,cartao_credito,3,-22.19,-48.79
3234,Cadeira de escritório,moveis,517.44,25.136562398,2022-08-11T00:00:00.000,Lucas Oliveira,SP,4,cartao_credito,1,-22.19,-48.79
3235,Bateria,instrumentos musicais,941.61,59.9951928828,2022-08-11T00:00:00.000,Bruno Rodrigues,SP,5,cartao_credito,3,-22.19,-48.79
3236,Smart TV,eletronicos,2225.48,119.0312193829,2022-08-11T00:00:00.000,João Souza,SP,5,cartao_credito,10,-22.19,-48.79
3237,Guitarra,instrumentos musicais,930.5,55.9259400455,2022-08-11T00:00:00.000,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
3238,Cama box,moveis,859.59,53.5725911239,2022-08-11T00:00:00.000,Bruno Rodrigues,SP,5,cartao_credito,4,-22.19,-48.79
3239,Assistente virtual,eletronicos,183.43,7.3515347349,2022-08-11T00:00:00.000,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
3240,Cômoda,moveis,392.29,21.4193668584,2022-08-11T00:00:00.000,Camila Ribeiro,SP,3,cartao_credito,1,-22.19,-48.79
3241,Dashboards com Power BI,livros,42.66,0,2020-09-11T00:00:00.000,Camila Ribeiro,ES,5,boleto,1,-19.19,-40.34
3242,Celular Plus X42,eletronicos,3358.98,176.4400188985,2020-09-11T00:00:00.000,Pedro Gomes,ES,5,cartao_credito,6,-19.19,-40.34
3243,Kit banquetas,moveis,457.1,25.2276150337,2020-09-11T00:00:00.000,Beatriz Moraes,SP,5,cartao_credito,3,-22.19,-48.79
3244,Jogo de panelas,utilidades domesticas,280.93,16.6114717014,2020-09-11T00:00:00.000,Pedro Gomes,MG,5,cartao_credito,6,-18.1,-44.38
3245,Jogo de panelas,utilidades domesticas,165.24,9.4855450419,2020-09-11T00:00:00.000,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
3246,Cama box,moveis,573.37,31.0613320967,2020-09-11T00:00:00.000,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
3247,Fogão,eletrodomesticos,732.93,39.7133297012,2020-09-11T00:00:00.000,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
3248,Sofá retrátil,moveis,927.59,50.331224767,2020-09-11T00:00:00.000,Bruno Rodrigues,AM,5,cartao_credito,1,-3.47,-65.1
3249,Secadora de roupas,eletrodomesticos,1361.43,70.0764908353,2020-09-11T00:00:00.000,Bruno Rodrigues,RJ,1,cartao_credito,10,-22.25,-42.66
3250,Impressora,eletronicos,443.67,21.2085318279,2020-09-11T00:00:00.000,Mariana Ferreira,MG,4,cartao_debito,1,-18.1,-44.38
3251,Sofá retrátil,moveis,936.29,47.4390648281,2020-09-11T00:00:00.000,Camila Ribeiro,MA,5,cartao_credito,10,-5.42,-45.44
3252,Geladeira,eletrodomesticos,2106.8,112.4695387073,2021-09-11T00:00:00.000,Bruno Rodrigues,SP,5,cartao_credito,8,-22.19,-48.79
3253,Lava louças,eletrodomesticos,1985.47,103.3047434711,2021-09-11T00:00:00.000,Mariana Ferreira,SP,5,cupom,1,-22.19,-48.79
3254,Jogo de copos,utilidades domesticas,31.36,0,2021-09-11T00:00:00.000,Beatriz Moraes,SP,4,cartao_credito,1,-22.19,-48.79
3255,Iniciando em programação,livros,52.77,0,2021-09-11T00:00:00.000,Mariana Ferreira,SP,3,cartao_credito,1,-22.19,-48.79
3256,Panela de pressão,utilidades domesticas,98.96,13.071331906,2021-09-11T00:00:00.000,Bruno Rodrigues,RJ,1,cartao_credito,2,-22.25,-42.66
3257,Mesa de centro,moveis,175.89,6.9500524183,2021-09-11T00:00:00.000,Larissa Alves,RJ,4,boleto,1,-22.25,-42.66
3258,Geladeira,eletrodomesticos,2843.23,148.9778829827,2021-09-11T00:00:00.000,Felipe Santos,RJ,5,cartao_credito,1,-22.25,-42.66
3259,Sofá retrátil,moveis,869.11,46.8085973914,2021-09-11T00:00:00.000,Larissa Alves,SP,5,cartao_credito,4,-22.19,-48.79
3260,Tablet ABXY,eletronicos,1333.22,68.5743932024,2021-09-11T00:00:00.000,Bruno Rodrigues,MG,5,boleto,1,-18.1,-44.38
3261,Cama box,moveis,845.67,42.6138224496,2022-09-11T00:00:00.000,Lucas Oliveira,DF,3,cartao_credito,1,-15.83,-47.86
3262,Sofá retrátil,moveis,964.94,52.3199999031,2022-09-11T00:00:00.000,Felipe Santos,RJ,5,cartao_credito,1,-22.25,-42.66
3263,Celular Plus X42,eletronicos,2896.52,151.8154151649,2022-09-11T00:00:00.000,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
3264,Cômoda,moveis,392.89,21.203336437,2022-09-11T00:00:00.000,Juliana Costa,SP,1,cartao_credito,2,-22.19,-48.79
3265,Ciência de dados com python,livros,89.51,5.2972427429,2022-09-11T00:00:00.000,Thiago Silva,CE,5,cartao_credito,2,-5.2,-39.53
3266,Bateria,instrumentos musicais,1200.68,64.8210130448,2022-09-11T00:00:00.000,Camila Ribeiro,PB,4,cartao_credito,5,-7.28,-36.72
3267,Cômoda,moveis,303.91,16.7133977412,2022-09-11T00:00:00.000,Pedro Gomes,RS,5,cartao_credito,6,-30.17,-53.5
3268,Mochila,esporte e lazer,128.94,7.3967716216,2022-09-11T00:00:00.000,João Souza,DF,5,cartao_credito,2,-15.83,-47.86
3269,Bicicleta,esporte e lazer,583.39,31.3468883361,2022-09-11T00:00:00.000,Pedro Gomes,MG,4,cartao_credito,3,-18.1,-44.38
3270,Dinossauro Rex,brinquedos,20.03,1.5928022312,2022-09-11T00:00:00.000,Mariana Ferreira,RJ,3,cartao_credito,1,-22.25,-42.66
3271,Poltrona,moveis,391.3,27.0774831983,2022-09-11T00:00:00.000,Bruno Rodrigues,MG,5,cartao_credito,4,-18.1,-44.38
3272,Iniciando em programação,livros,73.22,4.1875215369,2020-10-11T00:00:00.000,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
3273,Poltrona,moveis,389.69,18.3342592216,2020-10-11T00:00:00.000,Bianca Santos,MG,3,boleto,1,-18.1,-44.38
3274,Cama king,moveis,852.81,45.6983437154,2020-10-11T00:00:00.000,Juliana Costa,MG,3,boleto,1,-18.1,-44.38
3275,Bicicleta,esporte e lazer,356.61,16.5728487395,2020-10-11T00:00:00.000,Felipe Santos,SP,2,boleto,1,-22.19,-48.79
3276,Guarda roupas,moveis,652.3,32.3174516847,2020-10-11T00:00:00.000,Juliana Costa,SP,1,cartao_credito,2,-22.19,-48.79
3277,Mesa de centro,moveis,282.65,12.6347012411,2020-10-11T00:00:00.000,Bruno Rodrigues,SP,4,cupom,1,-22.19,-48.79
3278,Copo térmico,esporte e lazer,52.85,0,2020-10-11T00:00:00.000,João Souza,DF,5,cartao_credito,1,-15.83,-47.86
3279,Corda de pular,esporte e lazer,16.85,1.1803377171,2020-10-11T00:00:00.000,Camila Ribeiro,MG,5,cartao_credito,2,-18.1,-44.38
3280,Smartwatch,eletronicos,180.15,10.1235500612,2020-10-11T00:00:00.000,Larissa Alves,PA,4,cartao_credito,10,-3.79,-52.48
3281,Iniciando em programação,livros,70.49,1.337819504,2021-10-11T00:00:00.000,Bruno Rodrigues,SP,3,cartao_credito,3,-22.19,-48.79
3282,Bicicleta,esporte e lazer,714.47,38.9317932608,2021-10-11T00:00:00.000,Lucas Oliveira,SP,3,cartao_credito,1,-22.19,-48.79
3283,Iniciando em programação,livros,55.98,3.2695434018,2021-10-11T00:00:00.000,Beatriz Moraes,RJ,3,boleto,1,-22.25,-42.66
3284,Micro-ondas,eletrodomesticos,857.22,45.9275120449,2021-10-11T00:00:00.000,Beatriz Moraes,SP,5,cartao_credito,3,-22.19,-48.79
3285,Secadora de roupas,eletrodomesticos,1302.15,70.0225822577,2021-10-11T00:00:00.000,Isabella Pereira,RO,5,cartao_credito,1,-10.83,-63.34
3286,Guarda roupas,moveis,610.59,30.0965196652,2021-10-11T00:00:00.000,João Souza,SC,1,boleto,1,-27.45,-50.95
3287,Corda de pular,esporte e lazer,23.54,1.7845387073,2021-10-11T00:00:00.000,Thiago Silva,PR,4,boleto,1,-24.89,-51.55
3288,Celular Plus X42,eletronicos,2510.22,134.19276777,2021-10-11T00:00:00.000,Mariana Ferreira,RJ,5,cartao_debito,1,-22.25,-42.66
3289,Lavadora de roupas,eletrodomesticos,1830.17,103.830660975,2022-10-11T00:00:00.000,João Souza,MG,4,cartao_credito,3,-18.1,-44.38
3290,Bola de vôlei,esporte e lazer,60.47,0,2022-10-11T00:00:00.000,Camila Ribeiro,RS,4,cartao_credito,10,-30.17,-53.5
3291,Secadora de roupas,eletrodomesticos,1792.05,95.9523758153,2022-10-11T00:00:00.000,Isabella Pereira,AM,5,cartao_credito,6,-3.47,-65.1
3292,Mesa de centro,moveis,275.14,14.93915408,2022-10-11T00:00:00.000,Pedro Gomes,SP,1,cartao_credito,1,-22.19,-48.79
3293,Lavadora de roupas,eletrodomesticos,1725.75,89.4754348137,2022-10-11T00:00:00.000,João Souza,SP,5,cupom,1,-22.19,-48.79
3294,Pandeiro,instrumentos musicais,79.2,4.7482662596,2020-11-11T00:00:00.000,Juliana Costa,MG,5,boleto,1,-18.1,-44.38
3295,Mochila,esporte e lazer,148.4,8.7902687279,2020-11-11T00:00:00.000,João Souza,ES,5,cartao_credito,3,-19.19,-40.34
3296,Fogão,eletrodomesticos,542.47,29.1736723434,2020-11-11T00:00:00.000,Pedro Gomes,MG,5,cartao_credito,2,-18.1,-44.38
3297,Cubo mágico 8x8,brinquedos,12.07,1.1737957137,2020-11-11T00:00:00.000,Felipe Santos,MG,5,cartao_credito,6,-18.1,-44.38
3298,Ciência de dados com python,livros,63.92,11.2015988117,2020-11-11T00:00:00.000,João Souza,PE,5,cartao_credito,8,-8.38,-37.86
3299,Copo térmico,esporte e lazer,41,2.4719034677,2020-11-11T00:00:00.000,Lucas Oliveira,MT,5,cupom,1,-12.64,-55.42
3300,Modelagem preditiva,livros,95.85,2.6881632109,2020-11-11T00:00:00.000,Larissa Alves,DF,5,cartao_credito,1,-15.83,-47.86
3301,Jogo de copos,utilidades domesticas,44.17,11.4463059838,2020-11-11T00:00:00.000,Lucas Oliveira,RS,4,boleto,1,-30.17,-53.5
3302,Iniciando em programação,livros,75.38,4.2968841353,2021-11-11T00:00:00.000,Lucas Oliveira,SP,4,cupom,1,-22.19,-48.79
3303,Assistente virtual,eletronicos,197.17,8.0831483994,2021-11-11T00:00:00.000,Isabella Pereira,BA,2,boleto,1,-13.29,-41.71
3304,Jogo de tabuleiro,brinquedos,170.68,9.9766117006,2021-11-11T00:00:00.000,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
3305,Celular ABXY,eletronicos,1677.07,89.5820581051,2021-11-11T00:00:00.000,Lucas Oliveira,SP,5,cartao_credito,3,-22.19,-48.79
3306,Micro-ondas,eletrodomesticos,693.36,34.5037731596,2021-11-11T00:00:00.000,Juliana Costa,MG,5,boleto,1,-18.1,-44.38
3307,Mesa de jantar,moveis,441.18,24.0226122776,2021-11-11T00:00:00.000,Mariana Ferreira,MG,5,cartao_credito,3,-18.1,-44.38
3308,Panela de pressão,utilidades domesticas,85.19,2.1205502805,2021-11-11T00:00:00.000,Bruno Rodrigues,RJ,5,cartao_debito,1,-22.25,-42.66
3309,Bicicleta,esporte e lazer,685.12,42.7225142691,2021-11-11T00:00:00.000,Juliana Costa,RS,4,cartao_credito,2,-30.17,-53.5
3310,Modelagem preditiva,livros,61.84,3.9798061109,2022-11-11T00:00:00.000,Rafael Costa,RJ,5,cartao_credito,6,-22.25,-42.66
3311,Pandeiro,instrumentos musicais,80.78,1.8857310475,2022-11-11T00:00:00.000,Bruno Rodrigues,RJ,3,cartao_credito,1,-22.25,-42.66
3312,Assistente virtual,eletronicos,299.83,16.8534606653,2022-11-11T00:00:00.000,Mariana Ferreira,BA,4,cartao_credito,4,-13.29,-41.71
3313,Lavadora de roupas,eletrodomesticos,1723.37,92.2953724325,2022-11-11T00:00:00.000,Felipe Santos,RS,5,boleto,1,-30.17,-53.5
3314,Jogo de copos,utilidades domesticas,41.15,0,2022-11-11T00:00:00.000,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
3315,Lava louças,eletrodomesticos,1446.46,74.6040825308,2022-11-11T00:00:00.000,Rafael Costa,SP,4,cartao_credito,3,-22.19,-48.79
3316,Copo térmico,esporte e lazer,77.09,7.2686269049,2022-11-11T00:00:00.000,Beatriz Moraes,SP,5,cartao_credito,9,-22.19,-48.79
3317,Iniciando em programação,livros,84.63,5.0373974239,2022-11-11T00:00:00.000,Felipe Santos,ES,5,cartao_credito,1,-19.19,-40.34
3318,Bola de vôlei,esporte e lazer,67.16,4.1071724807,2022-11-11T00:00:00.000,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
3319,Sofá retrátil,moveis,999.77,53.517870697,2022-11-11T00:00:00.000,Lucas Oliveira,SP,5,cartao_credito,2,-22.19,-48.79
3320,Panela de pressão,utilidades domesticas,94.2,12.817876226,2022-11-11T00:00:00.000,Pedro Gomes,SP,5,cupom,1,-22.19,-48.79
3321,Bicicleta,esporte e lazer,858.8,43.3129554493,2022-11-11T00:00:00.000,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
3322,Impressora,eletronicos,347.82,19.0514731422,2022-11-11T00:00:00.000,Felipe Santos,SP,4,cartao_credito,2,-22.19,-48.79
3323,Cama box,moveis,778.74,39.0500013021,2020-12-11T00:00:00.000,Mariana Ferreira,RJ,5,cartao_credito,10,-22.25,-42.66
